id,stable_height
95,5
706,2
2854,1
3093,3
4283,4
5449,1
5625,2
7860,1
8051,1
8812,1
10265,1
11329,2
11485,1
13901,3
15142,2
15176,3
15598,1
16132,3
16584,2
16840,1
16864,3
17375,3
17774,4
19140,5
19671,3
19834,2
19985,3
21275,5
21380,2
21728,1
23345,3
23418,2
24335,2
24604,2
26374,4
26566,3
27296,3
27572,3
27686,3
28146,1
28412,4
29213,3
29410,4
29443,4
29720,4
30147,3
30154,3
30813,1
30895,4
32835,1
33287,3
34108,2
34114,2
34252,3
34299,1
34477,2
34504,2
35120,3
36273,3
36647,3
36733,5
36818,1
37705,2
38348,3
38456,5
38463,1
39034,3
39083,2
39689,2
39736,1
39787,5
40053,4
40534,2
42846,4
43823,3
44092,3
44561,2
46366,1
47517,1
47714,1
48210,3
48662,1
48911,1
49738,2
50682,3
51047,4
51350,2
51358,2
51742,4
52173,2
52566,4
53571,2
53690,3
53776,2
54106,1
54175,3
54301,1
54722,3
54994,2
55065,3
55360,4
56121,2
57055,1
57233,5
57361,3
58573,2
58649,4
58971,2
59340,2
59595,4
59737,4
59816,2
61023,4
61254,1
61653,1
62582,4
62708,2
62948,2
63231,4
63533,1
64426,1
64510,4
64548,3
65240,3
65880,2
66512,2
67525,3
67803,2
68278,3
68332,4
68336,2
72268,1
73169,4
73291,5
73607,2
73682,2
74252,1
75673,2
76320,3
77121,2
77735,3
77856,2
78413,2
79194,2
79534,3
79542,1
79836,3
80405,2
81589,2
81667,1
81850,3
81990,3
82475,5
83152,5
83166,1
83743,2
85657,5
86855,3
88122,2
88459,4
88575,2
89578,5
89966,4
91735,2
91892,4
93230,3
93632,2
93803,3
94032,2
95115,4
96274,5
97119,3
97125,1
97450,5
97521,2
98063,2
98114,3
98444,4
99074,2
99081,4
99283,4
99787,2
100156,1
100357,2
100998,2
102119,2
102131,5
102213,3
103351,3
103671,2
104154,2
104298,5
104408,5
105572,3
105753,5
106117,2
106155,2
106207,2
106615,4
106839,1
107131,1
107154,1
108129,6
108162,2
108306,1
108313,5
109548,4
110737,3
111486,2
111571,4
111936,3
112148,2
112408,3
114074,2
114456,3
115147,4
116446,2
116758,3
117059,2
117554,4
117913,4
118233,2
118392,2
118644,5
119874,2
120797,3
121757,1
123349,4
123544,3
123994,6
125981,4
126835,3
127129,3
128888,3
129188,3
129287,4
129464,4
129853,3
129905,4
130200,2
130227,4
130325,3
130451,3
130956,4
131307,1
131690,5
131853,1
132664,2
132993,2
133736,2
133791,2
133859,1
134412,2
135144,2
137131,2
138612,3
138697,3
139770,2
140013,5
140787,1
142146,2
143614,1
143947,3
144874,2
145326,1
146340,1
146432,4
146463,4
